#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB329STA	09CEB329STA_2	208763	209527	cap8C	1-765/765	===============	0/0	100.00	99.74	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	209547	211370	cap8D	1-1824/1824	===============	0/0	100.00	99.23	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	211360	212388	cap8E	1-1029/1029	===============	0/0	100.00	98.83	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	212401	213510	cap8F	1-1110/1110	===============	0/0	100.00	97.84	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	213514	214638	cap8G	1-1125/1125	===============	0/0	100.00	99.20	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	218760	219965	cap8L	1-1206/1206	===============	0/0	100.00	98.18	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	219976	220533	cap8M	1-558/558	===============	0/0	100.00	98.75	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	220533	221420	cap8N	1-888/888	===============	0/0	100.00	98.42	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	221474	222736	cap8O	1-1263/1263	===============	0/0	100.00	99.21	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	222813	223958	cap8P	1-1146/1146	===============	0/0	100.00	99.30	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	363428	363721	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	363804	366833	esaA	1-3030/3030	===============	0/0	100.00	98.71	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	366833	367291	essA	1-459/459	===============	0/0	100.00	99.78	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	367263	367505	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	367518	368852	essB	1-1335/1335	===============	0/0	100.00	99.55	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	400854	402929	geh	1-2073/2073	========/======	1/3	100.00	97.93	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	898646	900169	vWbp	1-1527/1527	========/======	19/53	98.17	82.47	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1074519	1074848	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1074886	1076067	sspB	1-1182/1182	===============	0/0	100.00	99.15	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1350387	1352312	isdB	1-1938/1938	========/======	2/12	99.38	96.13	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1352515	1353579	isdA	1-1053/1053	========/======	1/12	100.00	95.59	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1353788	1354471	isdC	1-684/684	===============	0/0	100.00	98.39	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1354471	1355547	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1355544	1356422	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1356435	1357400	isdF	1-966/966	===============	0/0	100.00	98.76	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1357462	1358196	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1358215	1358538	isdG	1-324/324	===============	0/0	100.00	98.46	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB329STA	09CEB329STA_2	1384881	1385840	hly/hla	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1763462	1764925	ebp	1-1461/1461	========/======	1/3	100.00	97.20	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	1773196	1773969	see	1-774/774	===============	0/0	100.00	98.97	vfdb	AAA26617	(see) staphylococcal enterotoxin E precursor [SE (VF0020)] [Staphylococcus aureus]
09CEB329STA	09CEB329STA_2	1983077	1984045	lukF-PV	1-969/978	========/======	2/2	98.98	81.65	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2163096	2163231	hld	1-135/135	========/======	1/1	100.00	98.53	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2537761	2539071	sbi	1-1314/1314	========/======	1/3	99.77	97.26	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2539606	2540535	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2541102	2542049	hlgC	1-948/948	===============	0/0	100.00	99.26	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2542051	2543028	hlgB	1-978/978	===============	0/0	100.00	98.77	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB329STA	09CEB329STA_2	2623644	2626683	fnbA	1-3048/3048	========/======	13/42	99.18	86.56	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
