#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
07CEB153STA	07CEB153STA_3	1103409	1104374	isdF	1-966/966	===============	0/0	100.00	98.45	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	1104436	1105170	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	1105189	1105512	isdG	1-324/324	===============	0/0	100.00	98.46	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB153STA	07CEB153STA_3	1131697	1132656	hly/hla	1-960/960	===============	0/0	100.00	99.27	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	1512383	1513846	ebp	1-1461/1461	========/======	1/3	100.00	97.27	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	1989630	1990622	hlb	1-993/993	===============	0/0	100.00	98.89	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]
07CEB153STA	07CEB153STA_3	2047975	2048110	hld	1-135/135	========/======	1/1	100.00	99.27	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2230651	2233077	hysA	1-2418/2448	========/======	6/11	98.73	91.72	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2431965	2433275	sbi	1-1314/1314	========/======	3/5	99.70	94.75	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2433810	2434739	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2435307	2436254	hlgC	1-948/948	===============	0/0	100.00	99.47	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2436256	2437232	hlgB	1-977/978	===============	0/0	99.90	99.69	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2665459	2666988	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2712899	2713459	icaR	1-561/561	===============	0/0	100.00	99.29	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2713623	2714860	icaA	1-1239/1239	========/======	1/1	99.92	99.27	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2714824	2715129	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2715126	2715998	icaB	1-873/873	===============	0/0	100.00	99.43	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2715985	2717037	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2717428	2719473	lip	1-2046/2046	===============	0/0	100.00	98.63	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
07CEB153STA	07CEB153STA_3	2783785	2786103	adsA	1-2319/2319	===============	0/0	100.00	96.72	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
