#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB314STA	09CEB314STA_1	2397072	2397530	essA	1-459/459	===============	0/0	100.00	99.78	vfdb2	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2397530	2400559	esaA	1-3030/3030	===============	0/0	100.00	98.71	vfdb2	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2400642	2400935	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb2	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2540397	2541542	cap8P	1-1146/1146	===============	0/0	100.00	99.30	vfdb2	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2541619	2542881	cap8O	1-1263/1263	===============	0/0	100.00	99.21	vfdb2	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2542935	2543822	cap8N	1-888/888	===============	0/0	100.00	98.42	vfdb2	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2543822	2544379	cap8M	1-558/558	===============	0/0	100.00	98.75	vfdb2	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2544390	2545595	cap8L	1-1206/1206	===============	0/0	100.00	98.18	vfdb2	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2549717	2550841	cap8G	1-1125/1125	===============	0/0	100.00	99.20	vfdb2	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2550845	2551954	cap8F	1-1110/1110	===============	0/0	100.00	97.84	vfdb2	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2551967	2552995	cap8E	1-1029/1029	===============	0/0	100.00	98.83	vfdb2	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2552985	2554808	cap8D	1-1824/1824	===============	0/0	100.00	99.23	vfdb2	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2554828	2555592	cap8C	1-765/765	===============	0/0	100.00	99.74	vfdb2	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2555595	2556281	cap8B	1-687/687	===============	0/0	100.00	96.36	vfdb2	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2556449	2556965	cap8A	1-516/516	========/======	1/1	100.00	98.65	vfdb2	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2600192	2601619	spa	1-1479/1479	========/======	2/51	96.55	95.13	vfdb2	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2634255	2636573	adsA	1-2319/2319	===============	0/0	100.00	96.68	vfdb2	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2704031	2706076	lip	1-2046/2046	===============	0/0	100.00	99.02	vfdb2	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2706471	2707523	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb2	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2707510	2708382	icaB	1-873/873	===============	0/0	100.00	99.54	vfdb2	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2708379	2708684	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb2	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2708648	2709886	icaA	1-1239/1239	===============	0/0	100.00	99.44	vfdb2	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2710050	2710610	icaR	1-561/561	===============	0/0	100.00	99.11	vfdb2	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2753889	2755418	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb2	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
