#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
05CEB52STA	05CEB52STA_1	279053	279346	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb2	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	279429	282458	esaA	1-3030/3030	===============	0/0	100.00	98.91	vfdb2	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	282458	282916	essA	1-459/459	===============	0/0	100.00	99.78	vfdb2	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	282888	283130	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb2	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	283143	284477	essB	1-1335/1335	===============	0/0	100.00	99.48	vfdb2	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	284499	288938	essC	1-4440/4440	===============	0/0	100.00	98.87	vfdb2	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	288968	289360	esaC	1-393/393	===============	0/0	100.00	98.47	vfdb2	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	289376	289690	esxB	1-315/315	===============	0/0	100.00	99.36	vfdb2	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	316656	318731	geh	1-2073/2073	========/======	1/3	100.00	97.74	vfdb2	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	375337	376137	seb	1-801/801	===============	0/0	100.00	98.75	vfdb2	AAA88550	(seb) staphylococcal enterotoxin B [SE (VF0020)] [Staphylococcus aureus S6]
05CEB52STA	05CEB52STA_1	858175	859113	lukS-PV	1-939/939	===============	0/0	100.00	99.68	vfdb2	NP_646196	(lukS-PV) Panton-Valentine leukocidin chain S precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	859115	860092	lukF-PV	1-978/978	===============	0/0	100.00	100.00	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1009928	1010257	sspC	1-330/330	===============	0/0	100.00	99.39	vfdb2	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1010295	1011476	sspB	1-1182/1182	===============	0/0	100.00	99.32	vfdb2	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1011663	1012631	sspA	1-975/984	========/======	2/8	98.37	94.47	vfdb2	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1094950	1096884	isdB	1-1938/1938	========/======	1/3	99.85	97.32	vfdb2	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	1097087	1098151	isdA	1-1053/1053	========/======	1/12	100.00	96.15	vfdb2	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	1098360	1099043	isdC	1-684/684	===============	0/0	100.00	98.25	vfdb2	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	1099043	1100119	isdD	1-1077/1077	===============	0/0	100.00	98.79	vfdb2	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1100116	1100994	isdE	1-879/879	===============	0/0	100.00	99.66	vfdb2	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	1101007	1101972	isdF	1-966/966	===============	0/0	100.00	98.86	vfdb2	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1102034	1102768	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb2	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1102787	1103110	isdG	1-324/324	===============	0/0	100.00	99.07	vfdb2	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	1129211	1130170	hly/hla	1-960/960	===============	0/0	100.00	99.27	vfdb2	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	1912663	1913631	lukF-PV	1-969/978	========/======	2/2	98.98	82.06	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2026503	2026853	scn	1-351/351	===============	0/0	100.00	99.72	vfdb2	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	2028350	2028841	sak	1-492/492	===============	0/0	100.00	99.80	vfdb2	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2073087	2073222	hld	1-135/135	========/======	1/1	100.00	99.27	vfdb2	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2252165	2254585	hysA	1-2418/2448	========/======	5/9	98.65	91.91	vfdb2	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2448480	2449758	sbi	1-1279/1314	========/======	2/6	97.11	94.70	vfdb2	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2450280	2451209	hlgA	1-930/930	===============	0/0	100.00	99.36	vfdb2	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2451778	2452725	hlgC	1-948/948	===============	0/0	100.00	99.26	vfdb2	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2452727	2453703	hlgB	1-977/978	===============	0/0	99.90	99.08	vfdb2	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2702053	2703579	vWbp	1-1527/1527	===============	0/0	100.00	94.89	vfdb2	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
05CEB52STA	05CEB52STA_1	2713081	2714610	aur	1-1530/1530	===============	0/0	100.00	99.54	vfdb2	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2756638	2757198	icaR	1-561/561	===============	0/0	100.00	99.47	vfdb2	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2757362	2758600	icaA	1-1239/1239	===============	0/0	100.00	99.35	vfdb2	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2758564	2758869	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb2	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2758866	2759738	icaB	1-873/873	===============	0/0	100.00	99.31	vfdb2	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2759725	2760777	icaC	1-1053/1053	===============	0/0	100.00	97.25	vfdb2	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
05CEB52STA	05CEB52STA_1	2761224	2763269	lip	1-2046/2046	===============	0/0	100.00	98.73	vfdb2	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
